REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,CELLAR,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,KOWNRENT,YEARMADERANGE,TOTROOMS,NCOMBATH,NHAFBATH,WALLTYPE,ROOFTYPE,DRAFTY,RECBATH,MONTUB,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,FUELHEAT,TEMPHOME,TEMPGONE,TEMPNITE,MOISTURE,USEMOISTURE,AIRCOND,COOLTYPE,AGECENAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,BASECOOL,ATTCCOOL,GARGCOOL,NUMCFAN,NOTMOIST,HHSEX,HHAGE,EMPLOYHH,EDUCATION,NUMADULT,NUMCHILD,ATHOME,MONEYPY,ENERGYASST,CDD65,CLIMATE_REGION_PUB,HDD65,KWH,KWHTV1,KWHHTBPMP,KWHHTBHEAT,DOLLAREL,DOLELTV1,DOLELHTBPMP,DOLELHTBHEAT,CUFEETNG,DOLLARNG,GALLONLP,GALLONFO,TOTALDOL,WOODAMT
West,Pacific,METRO,U,Single-family attached house,No,Not applicable,No,Not applicable,One story,Yes,Rented,1960 to 1969,4,2,0,Stucco,Shingles (composition or asphalt),Never,No,NA,2,60 inches or more,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,68,68,70,No,NA,Yes,Individual window/wall or portable units,Not applicable,72,78,72,Not applicable,Not applicable,No,1,Yes,Male,43,Employed full-time,Some college or Associate’s degree,2,0,1,"$60,000 to $79,999",No,1541,Hot-Dry/Mixed-Dry,686,5410.362,135.795,0,0,1118.17,27.97,0,0,152.637,203.85,0,0,1322.02,NA
South,South Atlantic,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,2010 to 2015,6,2,1,Stucco,Shingles (composition or asphalt),Never,No,NA,2,40 to 59 inches,4 to 6 hours,4 to 6 hours,Electricity,68,68,68,No,NA,Yes,Central air conditioning system,5 to 9 years old,75,75,75,Not applicable,No,No,2,No,Female,60,Employed part-time,Some college or Associate’s degree,2,0,5,"$60,000 to $79,999",No,2782,Hot-Humid,1471,14023.516,189.784,0,0,1717.7,23.25,0,0,0,0,0,0,1717.7,NA
South,South Atlantic,METRO,U,Single-family attached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,1970 to 1979,5,2,0,Stucco,Shingles (composition or asphalt),Some of the time,No,NA,1,60 inches or more,4 to 6 hours,4 to 6 hours,Electricity,70,70,70,No,NA,Yes,Central air conditioning system,Less than 2 years old,72,79,74,Not applicable,No,No,2,No,Male,53,Employed full-time,Some college or Associate’s degree,2,1,5,"$60,000 to $79,999",No,4019,Hot-Humid,404,14892,302.449,0,0,2019,41,0,0,0,0,0,0,2019,NA
West,Pacific,MICRO,C,Single-family detached house,No,Not applicable,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,2010 to 2015,8,2,1,Wood,Shingles (composition or asphalt),Never,No,NA,1,28 to 39 inches,1 to 3 hours,1 to 3 hours,Electricity,64,60,62,No,NA,Yes,Individual window/wall or portable units,Not applicable,74,74,74,Not applicable,No,No,1,No,Female,29,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,2,4,"$60,000 to $79,999",No,1088,Cold/Very Cold,5090,15950,52.568,0,0,928,3.06,0,0,0,0,0,0,928,NA
South,South Atlantic,METRO,U,Single-family detached house,Yes,Yes,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,2000 to 2009,15,4,1,Siding,Shingles (composition or asphalt),Some of the time,No,NA,3,40 to 59 inches,4 to 6 hours,More than 10 hours,Natural gas from underground pipes,68,71,67,No,NA,Yes,Central air conditioning system,10 to 14 years old,70,72,67,Yes,No,No,6,No,Male,54,Employed full-time,High school diploma or GED,3,0,5,"$120,000 to $139,999",No,1705,Mixed-Humid,2676,23185.067,298.783,0,0,2343.7,30.18,0,0,562.386,646.83,0,0,2990.53,0.5
West,Pacific,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1960 to 1969,2,1,0,Concrete or concrete block,Not applicable,Some of the time,No,NA,1,40 to 59 inches,4 to 6 hours,7 to 10 hours,Not applicable,NA,NA,NA,No,NA,Yes,Individual window/wall or portable units,Not applicable,75,80,70,Not applicable,Not applicable,Not applicable,0,No,Male,44,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,5,"$120,000 to $139,999",No,1103,Hot-Dry/Mixed-Dry,883,3475,236.833,0,0,552,37.62,0,0,0,0,192.799,0,990.4,NA
South,West South Atlantic,MICRO,R,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1990 to 1999,4,2,0,Siding,Metal,All the time,No,NA,2,28 to 39 inches,7 to 10 hours,7 to 10 hours,Natural gas from underground pipes,68,68,68,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,2,No,Male,27,Employed full-time,Some college or Associate’s degree,2,0,5,"$20,000 - $39,999",No,1951,Mixed-Humid,3833,11878.408,181.626,0,0,1704.75,26.03,0,0,369.729,381.29,0,0,2086.03,NA
Midwest,East North Central,METRO,U,Single-family attached house,Yes,Yes,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1990 to 1999,9,2,1,Siding,Shingles (composition or asphalt),Some of the time,No,NA,1,27 inches or less,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,70,70,62,Yes,7,Yes,Central air conditioning system,2 to 4 years old,72,72,72,No,Not applicable,No,0,No,Female,78,Employed part-time,Some college or Associate’s degree,1,0,5,"$20,000 - $39,999",No,1011,Cold/Very Cold,5697,4392.691,170.479,0,0,491.83,19.09,0,0,827.991,630.64,0,0,1122.48,NA
Northeast,Middle Atlantic,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1990 to 1999,8,2,1,Siding,Shingles (composition or asphalt),Never,No,NA,3,28 to 39 inches,4 to 6 hours,More than 10 hours,Natural gas from underground pipes,70,68,68,Yes,0,Yes,Central air conditioning system,Less than 2 years old,72,72,72,Yes,Not applicable,No,2,Yes,Female,43,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,2,"$120,000 to $139,999",No,966,Mixed-Humid,5352,5992.611,164.726,0,0,871.07,23.87,0,0,914.24,1183.32,0,0,2054.39,NA
Midwest,East North Central,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1990 to 1999,7,2,0,Siding,Shingles (composition or asphalt),Some of the time,Yes,12,2,40 to 59 inches,1 to 3 hours,4 to 6 hours,Wood (cordwood or pellets),72,72,70,No,NA,Yes,Central air conditioning system,5 to 9 years old,74,76,73,Not applicable,Not applicable,No,5,No,Female,44,Employed full-time,Some college or Associate’s degree,2,0,1,"$120,000 to $139,999",No,1362,Mixed-Humid,4631,23702.355,115.456,552.712,1998.633,2726.07,13.28,63.57,229.87,0,0,210.007,0,3006.96,4
Northeast,New England,METRO,U,Single-family detached house,Yes,No,No,Not applicable,Two stories,No,Owned or being bought by someone in your household,1970 to 1979,7,1,1,Siding,Metal,Never,No,NA,2,27 inches or less,More than 10 hours,4 to 6 hours,Fuel oil/kerosene,66,66,66,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,0,No,Female,81,Not employed/retired,High school diploma or GED,2,0,5,"$20,000 - $39,999",No,897,Cold/Very Cold,6203,3551.161,325.003,0,0,739.42,67.33,0,0,0,0,0,1014.486,2945.6,NA
Northeast,Middle Atlantic,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1980 to 1989,2,1,0,Siding,Not applicable,Never,No,NA,0,Not applicable,Not applicable,Not applicable,Electricity,70,69,65,No,NA,Yes,Individual window/wall or portable units,Not applicable,76,76,76,Not applicable,Not applicable,Not applicable,0,No,Female,32,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,1,5,"$60,000 to $79,999",No,1579,Mixed-Humid,4494,2691.353,0,0,0,849.09,0,0,0,33.23,41,0,0,890.09,NA
Midwest,East North Central,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,Before 1950,7,2,1,Concrete or concrete block,Shingles (composition or asphalt),Never,No,NA,4,40 to 59 inches,4 to 6 hours,1 to 3 hours,Natural gas from underground pipes,72,72,72,Yes,4,Yes,Both a central system and individual units,5 to 9 years old,70,70,70,Not applicable,No,No,3,Yes,Male,75,Not employed/retired,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,5,"$60,000 to $79,999",No,1192,Cold/Very Cold,4924,16505.793,167.273,0,0,1757.21,17.81,0,0,1865.308,1593.87,0,0,3351.08,NA
South,South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,Yes,Yes,One story,No,Owned or being bought by someone in your household,Before 1950,8,1,1,Siding,Shingles (composition or asphalt),Never,No,NA,3,28 to 39 inches,Less than 1 hour,1 to 3 hours,Wood (cordwood or pellets),80,75,75,Yes,0,Yes,Both a central system and individual units,15 to 19 years old,70,70,70,Not applicable,No,Not applicable,3,No,Female,57,Employed part-time,Some college or Associate’s degree,2,0,2,"$20,000 - $39,999",No,1867,Mixed-Humid,2994,9633.284,25.648,0,0,1719.5,4.57,0,0,0,0,223.455,0,2127.23,4
West,Pacific,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1960 to 1969,8,2,1,Wood,Shingles (composition or asphalt),Most of the time,Yes,12,2,40 to 59 inches,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,71,68,66,No,NA,Yes,Both a central system and individual units,5 to 9 years old,72,77,70,Yes,Not applicable,No,3,No,Female,43,Employed part-time,"Bachelor’s degree (for example: BA, BS)",2,2,5,"$20,000 - $39,999",No,723,Marine,3484,21195.976,85.783,591.538,2145.863,2432.6,9.85,67.89,246.27,447.713,448.64,0,0,2881.23,NA
South,South Atlantic,MICRO,R,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,1990 to 1999,7,2,0,Siding,Metal,Some of the time,No,NA,2,40 to 59 inches,4 to 6 hours,4 to 6 hours,Electricity,64,64,62,No,NA,Yes,Individual window/wall or portable units,Not applicable,75,80,68,Not applicable,Not applicable,Not applicable,0,No,Female,38,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,4,5,"$40,000 - $59,999",No,2021,Mixed-Humid,2479,13917.361,190.662,0,0,1444.69,19.79,0,0,0,0,0,0,1444.69,NA
South,South Atlantic,METRO,U,Single-family attached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1950 to 1959,6,2,0,Brick,Shingles (composition or asphalt),Never,No,NA,1,27 inches or less,7 to 10 hours,7 to 10 hours,Electricity,74,77,74,No,NA,Yes,Central air conditioning system,Less than 2 years old,74,76,74,Not applicable,Not applicable,Not applicable,2,No,Male,76,Not employed/retired,Some college or Associate’s degree,2,0,5,"$20,000 - $39,999",No,2970,Hot-Humid,446,12555.677,283.773,0,0,1426.32,32.24,0,0,0,0,0,0,1426.32,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,Yes,No,One story,No,Owned or being bought by someone in your household,1950 to 1959,6,1,0,Siding,Shingles (composition or asphalt),Never,No,NA,3,40 to 59 inches,4 to 6 hours,More than 10 hours,Natural gas from underground pipes,68,67,67,No,NA,Yes,Central air conditioning system,10 to 14 years old,73,73,73,Yes,No,Not applicable,0,Yes,Female,60,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,0,5,"$40,000 - $59,999",No,792,Cold/Very Cold,5976,7079.667,366.004,0,0,1011.5,52.16,0,0,624.379,585.39,0,0,1596.89,NA
Northeast,Middle Atlantic,METRO,R,Single-family detached house,Yes,Yes,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1970 to 1979,8,2,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,2,40 to 59 inches,1 to 3 hours,4 to 6 hours,Fuel oil/kerosene,70,67,63,Yes,4,Yes,Central air conditioning system,5 to 9 years old,75,77,77,No,Not applicable,No,6,Yes,Female,65,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,0,1,"$100,000 to $119,999",No,1472,Cold/Very Cold,4618,27075.169,182.13,0,0,2757.71,18.55,0,0,0,0,0,524.01,3785.26,NA
South,West South Atlantic,METRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,2000 to 2009,8,3,0,Siding,Shingles (composition or asphalt),Never,No,NA,5,28 to 39 inches,More than 10 hours,More than 10 hours,Electricity,68,68,68,No,NA,Yes,Central air conditioning system,15 to 19 years old,77,77,77,Not applicable,Not applicable,Not applicable,3,No,Male,58,Employed full-time,Some college or Associate’s degree,5,0,5,"$40,000 - $59,999",No,2779,Hot-Humid,1833,23243.758,301.775,0,0,2755.81,35.78,0,0,0,0,0,0,2755.81,NA
South,South Atlantic,METRO,U,Single-family attached house,No,Not applicable,No,Not applicable,Two stories,Yes,Rented,2000 to 2009,5,2,1,Wood,Shingles (composition or asphalt),Never,No,NA,1,40 to 59 inches,1 to 3 hours,4 to 6 hours,Electricity,75,73,75,No,NA,Yes,Central air conditioning system,5 to 9 years old,75,75,75,Not applicable,Not applicable,No,2,No,Female,46,Employed part-time,Some college or Associate’s degree,2,0,2,"Less than $20,000",No,2782,Hot-Humid,1400,6835,114.44,0,0,938,15.71,0,0,0,0,0,0,938,NA
Midwest,West North Central,METRO,R,Single-family detached house,Yes,No,Yes,No,Two stories,No,Owned or being bought by someone in your household,Before 1950,7,2,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,2,60 inches or more,4 to 6 hours,7 to 10 hours,Natural gas from underground pipes,68,68,68,Yes,6,Yes,Central air conditioning system,5 to 9 years old,68,68,68,No,No,Not applicable,5,No,Female,58,Employed full-time,Some college or Associate’s degree,2,0,0,"$140,000 or more",No,1384,Mixed-Humid,4779,15800.567,365.131,0,0,1960.63,45.31,0,0,781.033,781.6,0,0,2742.23,NA
Northeast,New England,MICRO,C,Apartment in a building with 2 to 4 units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,1980 to 1989,5,2,0,Wood,Shingles (composition or asphalt),Never,No,NA,2,28 to 39 inches,4 to 6 hours,4 to 6 hours,Electricity,68,68,68,Yes,5,Yes,Central air conditioning system,5 to 9 years old,72,72,72,Not applicable,Not applicable,Not applicable,1,No,Female,72,Not employed/retired,Some college or Associate’s degree,1,0,2,"$20,000 - $39,999",No,474,Cold/Very Cold,7384,10631.618,176.014,0,0,2299.7,38.01,0,0,0,0,0,0,2299.7,NA
Northeast,Middle Atlantic,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,1950 to 1959,2,1,0,Brick,Not applicable,Never,No,NA,1,27 inches or less,1 to 3 hours,Less than 1 hour,Natural gas from underground pipes,68,68,68,No,NA,Yes,Individual window/wall or portable units,Not applicable,72,72,72,Not applicable,Not applicable,Not applicable,0,No,Male,72,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,0,0,"$20,000 - $39,999",No,1683,Cold/Very Cold,4608,2097.545,29.914,0,0,375.54,5.36,0,0,462.417,345.38,0,0,720.92,NA
West,Mountain South,METRO,U,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1970 to 1979,6,2,0,Brick,Ceramic or clay tiles,Some of the time,No,NA,1,27 inches or less,7 to 10 hours,4 to 6 hours,Electricity,60,50,65,No,NA,Yes,Central air conditioning system,10 to 14 years old,80,77,65,Not applicable,Not applicable,Not applicable,5,Yes,Female,40,Employed part-time,Less than high school diploma or GED,3,3,2,"Less than $20,000",No,3507,Hot-Dry/Mixed-Dry,1725,15385,209.318,0,0,2015,27.41,0,0,0,0,0,0,2015,NA
Midwest,West North Central,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1970 to 1979,11,2,0,Siding,Shingles (composition or asphalt),Never,No,NA,3,28 to 39 inches,More than 10 hours,More than 10 hours,Natural gas from underground pipes,70,70,63,No,NA,Yes,Central air conditioning system,5 to 9 years old,69,73,68,Yes,Not applicable,No,2,No,Male,62,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,0,5,"$60,000 to $79,999",No,597,Cold/Very Cold,7899,11271.72,300.416,0,0,1222.13,32.52,0,0,727.672,572.13,0,0,1794.26,NA
Midwest,East North Central,METRO,U,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,1970 to 1979,6,1,0,Siding,Metal,Never,No,NA,1,27 inches or less,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,62,62,62,No,NA,Yes,Central air conditioning system,10 to 14 years old,72,72,72,Not applicable,Not applicable,Not applicable,2,No,Male,41,Employed full-time,Some college or Associate’s degree,1,0,0,"$20,000 - $39,999",No,814,Cold/Very Cold,6203,2677,45.929,0,0,369,6.33,0,0,613.186,421.83,0,0,790.83,NA
South,South Atlantic,METRO,U,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1970 to 1979,7,2,0,Siding,Shingles (composition or asphalt),Most of the time,No,NA,3,40 to 59 inches,More than 10 hours,More than 10 hours,Not applicable,NA,NA,NA,No,NA,Yes,Central air conditioning system,5 to 9 years old,70,80,70,Not applicable,Not applicable,Not applicable,1,No,Female,43,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",3,1,5,"$60,000 to $79,999",No,5130,Hot-Humid,83,14849.677,541.154,0,0,1714.5,62.48,0,0,0,0,0,0,1714.5,NA
South,West South Atlantic,METRO,R,Single-family detached house,No,Not applicable,Yes,Yes,Two stories,Yes,Owned or being bought by someone in your household,2000 to 2009,7,2,0,Brick,Shingles (composition or asphalt),Never,No,NA,3,40 to 59 inches,More than 10 hours,More than 10 hours,Propane (bottled gas),72,68,68,No,NA,Yes,Both a central system and individual units,10 to 14 years old,72,75,72,Not applicable,No,No,0,No,Male,72,Not employed/retired,High school diploma or GED,3,0,5,"$60,000 to $79,999",No,2170,Mixed-Humid,3162,10846.924,525.184,0,0,1049.62,50.74,0,0,0,0,739.369,0,2171.46,NA
Midwest,East North Central,MICRO,R,Single-family detached house,Yes,Yes,Yes,No,One story,Yes,Owned or being bought by someone in your household,2000 to 2009,9,2,1,Brick,Shingles (composition or asphalt),Some of the time,Yes,9,7,40 to 59 inches,1 to 3 hours,1 to 3 hours,Electricity,70,67,70,Yes,3,Yes,Central air conditioning system,5 to 9 years old,74,74,74,Yes,No,No,7,No,Female,40,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,3,2,"$120,000 to $139,999",No,1732,Mixed-Humid,3910,25648.435,84.279,331.345,1183.509,3124.85,10.27,40.37,144.19,0,0,0,0,3124.85,NA
South,South Atlantic,METRO,U,Single-family detached house,Yes,Yes,Yes,No,One story,Yes,Owned or being bought by someone in your household,1980 to 1989,17,2,1,Siding,Shingles (composition or asphalt),Some of the time,No,NA,2,40 to 59 inches,7 to 10 hours,More than 10 hours,Electricity,68,68,68,No,NA,Yes,Central air conditioning system,Less than 2 years old,77,70,70,Yes,Yes,No,5,No,Male,58,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",4,1,5,"$120,000 to $139,999",No,1842,Mixed-Humid,3956,15292,377.444,0,0,2120.8,52.35,0,0,0,0,0,0,2120.8,1.2
West,Mountain North,METRO,U,Single-family detached house,Yes,No,Yes,No,Two stories,No,Owned or being bought by someone in your household,Before 1950,8,3,0,Wood,Shingles (composition or asphalt),Never,No,NA,3,40 to 59 inches,7 to 10 hours,More than 10 hours,Natural gas from underground pipes,70,70,50,No,NA,Yes,Individual window/wall or portable units,Not applicable,75,75,55,No,No,Not applicable,1,No,Male,75,Not employed/retired,Some college or Associate’s degree,1,0,5,"$20,000 - $39,999",No,795,Cold/Very Cold,5254,11631.359,381.139,0,0,1120.11,36.7,0,0,459.686,454.08,0,0,1574.19,NA
